season,month,day,year,location,game_type,home_team,away_team,home_score,away_score,tie
1917,12,19,1917,1,r,Ottawa Senators (1st),Montreal Canadiens,4,7,0
1917,12,19,1917,1,r,Montreal Wanderers,Toronto Maple Leafs,10,9,0
1917,12,22,1917,1,r,Toronto Maple Leafs,Ottawa Senators (1st),11,4,0
1917,12,22,1917,1,r,Montreal Wanderers,Montreal Canadiens,2,11,0
1917,12,26,1917,1,r,Montreal Wanderers,Ottawa Senators (1st),3,6,0
1917,12,26,1917,1,r,Toronto Maple Leafs,Montreal Canadiens,7,5,0
1917,12,29,1917,1,r,Ottawa Senators (1st),Montreal Wanderers,9,2,0
1917,12,29,1917,1,r,Montreal Canadiens,Toronto Maple Leafs,9,2,0
1917,1,2,1918,1,r,Montreal Canadiens,Montreal Wanderers,0,0,1
1917,1,2,1918,1,r,Ottawa Senators (1st),Toronto Maple Leafs,5,6,0
1917,1,5,1918,1,r,Toronto Maple Leafs,Montreal Wanderers,0,0,1
1917,1,5,1918,1,r,Montreal Canadiens,Ottawa Senators (1st),6,5,0
1917,1,9,1918,1,r,Toronto Maple Leafs,Montreal Canadiens,6,4,0
1917,1,12,1918,1,r,Montreal Canadiens,Ottawa Senators (1st),9,4,0
1917,1,14,1918,1,r,Ottawa Senators (1st),Toronto Maple Leafs,9,6,0
1917,1,16,1918,1,r,Toronto Maple Leafs,Ottawa Senators (1st),5,4,0
1917,1,19,1918,1,r,Montreal Canadiens,Toronto Maple Leafs,5,1,0
1917,1,21,1918,1,r,Ottawa Senators (1st),Montreal Canadiens,3,5,0
1917,1,23,1918,1,r,Montreal Canadiens,Ottawa Senators (1st),3,4,0
1917,1,26,1918,1,r,Ottawa Senators (1st),Toronto Maple Leafs,6,3,0
1917,1,28,1918,1,r,Toronto Maple Leafs,Montreal Canadiens,5,1,0
1917,1,30,1918,1,r,Ottawa Senators (1st),Montreal Canadiens,2,5,0
1917,2,2,1918,1,r,Montreal Canadiens,Toronto Maple Leafs,11,2,0
1917,2,4,1918,1,r,Toronto Maple Leafs,Ottawa Senators (1st),8,2,0
1917,2,6,1918,1,r,Ottawa Senators (1st),Montreal Canadiens,6,3,0
1917,2,9,1918,1,r,Montreal Canadiens,Toronto Maple Leafs,3,7,0
1917,2,11,1918,1,r,Toronto Maple Leafs,Ottawa Senators (1st),3,1,0
1917,2,13,1918,1,r,Ottawa Senators (1st),Toronto Maple Leafs,1,6,0
1917,2,16,1918,1,r,Montreal Canadiens,Ottawa Senators (1st),10,4,0
1917,2,18,1918,1,r,Toronto Maple Leafs,Montreal Canadiens,0,9,0
1917,2,20,1918,1,r,Montreal Canadiens,Toronto Maple Leafs,5,4,0
1917,2,23,1918,1,r,Toronto Maple Leafs,Ottawa Senators (1st),9,3,0
1917,2,25,1918,1,r,Ottawa Senators (1st),Montreal Canadiens,8,0,0
1917,2,27,1918,0,r,Montreal Canadiens,Ottawa Senators (1st),1,3,0
1917,3,2,1918,1,r,Toronto Maple Leafs,Montreal Canadiens,5,3,0
1917,3,6,1918,1,r,Ottawa Senators (1st),Toronto Maple Leafs,9,3,0
1917,3,11,1918,1,p,Toronto Maple Leafs,Montreal Canadiens,7,3,0
1917,3,13,1918,1,p,Montreal Canadiens,Toronto Maple Leafs,4,3,0
1918,12,21,1918,1,r,Montreal Canadiens,Ottawa Senators (1st),2,5,0
1918,12,23,1918,1,r,Toronto Maple Leafs,Montreal Canadiens,3,4,0
1918,12,26,1918,1,r,Ottawa Senators (1st),Toronto Maple Leafs,5,2,0
1918,12,28,1918,1,r,Montreal Canadiens,Toronto Maple Leafs,6,3,0
1918,12,31,1918,1,r,Toronto Maple Leafs,Ottawa Senators (1st),4,2,0
1918,1,2,1919,1,r,Ottawa Senators (1st),Montreal Canadiens,7,2,0
1918,1,4,1919,1,r,Montreal Canadiens,Ottawa Senators (1st),5,2,0
1918,1,7,1919,1,r,Toronto Maple Leafs,Montreal Canadiens,6,7,0
1918,1,9,1919,1,r,Ottawa Senators (1st),Toronto Maple Leafs,4,2,0
1918,1,11,1919,1,r,Montreal Canadiens,Toronto Maple Leafs,13,4,0
1918,1,14,1919,1,r,Toronto Maple Leafs,Ottawa Senators (1st),5,2,0
1918,1,16,1919,1,r,Ottawa Senators (1st),Montreal Canadiens,6,10,0
1918,1,18,1919,1,r,Montreal Canadiens,Ottawa Senators (1st),5,3,0
1918,1,21,1919,1,r,Toronto Maple Leafs,Montreal Canadiens,11,3,0
1918,1,23,1919,1,r,Ottawa Senators (1st),Toronto Maple Leafs,3,2,0
1918,1,25,1919,1,r,Montreal Canadiens,Ottawa Senators (1st),0,1,0
1918,1,28,1919,1,r,Toronto Maple Leafs,Ottawa Senators (1st),1,2,0
1918,1,30,1919,1,r,Ottawa Senators (1st),Montreal Canadiens,3,2,0
1918,2,1,1919,1,r,Montreal Canadiens,Toronto Maple Leafs,10,0,0
1918,2,4,1919,1,r,Toronto Maple Leafs,Montreal Canadiens,6,3,0
1918,2,6,1919,1,r,Ottawa Senators (1st),Toronto Maple Leafs,3,1,0
1918,2,8,1919,1,r,Montreal Canadiens,Ottawa Senators (1st),4,3,0
1918,2,11,1919,1,r,Toronto Maple Leafs,Montreal Canadiens,6,4,0
1918,2,13,1919,1,r,Ottawa Senators (1st),Montreal Canadiens,7,0,0
1918,2,15,1919,1,r,Montreal Canadiens,Toronto Maple Leafs,8,2,0
1918,2,18,1919,1,r,Toronto Maple Leafs,Ottawa Senators (1st),3,4,0
1918,2,20,1919,1,r,Ottawa Senators (1st),Toronto Maple Leafs,9,3,0
1918,2,23,1919,1,p,Montreal Canadiens,Ottawa Senators (1st),8,4,0
1918,2,27,1919,1,p,Ottawa Senators (1st),Montreal Canadiens,3,5,0
1918,3,1,1919,1,p,Montreal Canadiens,Ottawa Senators (1st),6,3,0
1918,3,3,1919,1,p,Ottawa Senators (1st),Montreal Canadiens,6,3,0
1918,3,6,1919,1,p,Montreal Canadiens,Ottawa Senators (1st),4,2,0
1919,12,23,1919,1,r,Ottawa Senators (1st),Toronto Maple Leafs,3,0,0
1919,12,25,1919,1,r,New York Americans,Montreal Canadiens,5,12,0
1919,12,27,1919,1,r,Toronto Maple Leafs,New York Americans,7,4,0
1919,12,27,1919,0,r,Montreal Canadiens,Ottawa Senators (1st),0,2,0
1919,12,31,1919,1,r,Toronto Maple Leafs,Montreal Canadiens,5,1,0
1919,1,1,1920,1,r,New York Americans,Ottawa Senators (1st),2,3,0
1919,1,3,1920,1,r,Toronto Maple Leafs,Ottawa Senators (1st),4,3,0
1919,1,7,1920,1,r,New York Americans,Toronto Maple Leafs,7,5,0
1919,1,7,1920,1,r,Ottawa Senators (1st),Montreal Canadiens,4,3,0
1919,1,10,1920,1,r,Ottawa Senators (1st),New York Americans,7,1,0
1919,1,10,1920,1,r,Montreal Canadiens,Toronto Maple Leafs,14,7,0
1919,1,12,1920,1,r,Montreal Canadiens,New York Americans,7,3,0
1919,1,14,1920,1,r,Toronto Maple Leafs,Montreal Canadiens,3,4,0
1919,1,14,1920,1,r,New York Americans,Ottawa Senators (1st),1,2,0
1919,1,17,1920,1,r,Toronto Maple Leafs,New York Americans,8,3,0
1919,1,17,1920,1,r,Montreal Canadiens,Ottawa Senators (1st),3,2,0
1919,1,21,1920,1,r,Montreal Canadiens,Toronto Maple Leafs,3,2,0
1919,1,21,1920,1,r,Ottawa Senators (1st),New York Americans,12,1,0
1919,1,24,1920,1,r,Toronto Maple Leafs,Ottawa Senators (1st),5,3,0
1919,1,24,1920,1,r,New York Americans,Montreal Canadiens,4,8,0
1919,1,28,1920,1,r,Ottawa Senators (1st),Toronto Maple Leafs,7,0,0
1919,1,28,1920,1,r,Montreal Canadiens,New York Americans,4,3,0
1919,1,31,1920,1,r,Ottawa Senators (1st),Montreal Canadiens,11,3,0
1919,1,31,1920,1,r,New York Americans,Toronto Maple Leafs,10,6,0
1919,2,4,1920,1,r,Toronto Maple Leafs,Montreal Canadiens,5,6,0
1919,2,4,1920,1,r,New York Americans,Ottawa Senators (1st),0,5,0
1919,2,7,1920,1,r,Ottawa Senators (1st),Toronto Maple Leafs,3,4,0
1919,2,7,1920,1,r,Montreal Canadiens,New York Americans,6,2,0
1919,2,11,1920,1,r,Toronto Maple Leafs,New York Americans,7,2,0
1919,2,11,1920,1,r,Ottawa Senators (1st),Montreal Canadiens,4,3,0
1919,2,14,1920,1,r,Montreal Canadiens,Ottawa Senators (1st),2,3,0
1919,2,16,1920,1,r,New York Americans,Toronto Maple Leafs,3,4,0
1919,2,18,1920,1,r,Montreal Canadiens,Toronto Maple Leafs,2,8,0
1919,2,18,1920,1,r,Ottawa Senators (1st),New York Americans,9,3,0
1919,2,21,1920,1,r,New York Americans,Montreal Canadiens,8,7,0
1919,2,21,1920,1,r,Toronto Maple Leafs,Ottawa Senators (1st),3,5,0
1919,2,25,1920,1,r,Ottawa Senators (1st),Montreal Canadiens,6,3,0
1919,2,25,1920,1,r,New York Americans,Toronto Maple Leafs,2,8,0
1919,2,28,1920,1,r,Montreal Canadiens,New York Americans,8,6,0
1919,2,28,1920,1,r,Toronto Maple Leafs,Ottawa Senators (1st),0,1,0
1919,3,3,1920,1,r,Ottawa Senators (1st),Toronto Maple Leafs,7,4,0
1919,3,3,1920,1,r,New York Americans,Montreal Canadiens,3,16,0
1919,3,6,1920,1,r,Montreal Canadiens,Ottawa Senators (1st),3,4,0
1919,3,6,1920,1,r,Toronto Maple Leafs,New York Americans,11,2,0
1919,3,8,1920,1,r,Ottawa Senators (1st),New York Americans,11,6,0
1919,3,10,1920,1,r,New York Americans,Ottawa Senators (1st),10,4,0
1919,3,10,1920,1,r,Montreal Canadiens,Toronto Maple Leafs,7,2,0
1919,3,13,1920,1,r,Toronto Maple Leafs,Montreal Canadiens,11,4,0
1920,12,22,1920,1,r,New York Americans,Montreal Canadiens,5,0,0
1920,12,22,1920,1,r,Ottawa Senators (1st),Toronto Maple Leafs,6,3,0
1920,12,25,1920,1,r,Toronto Maple Leafs,Montreal Canadiens,5,4,0
1920,12,27,1920,1,r,Ottawa Senators (1st),New York Americans,3,1,0
1920,12,29,1920,1,r,Toronto Maple Leafs,Ottawa Senators (1st),1,8,0
1920,12,29,1920,1,r,Montreal Canadiens,New York Americans,2,6,0
1920,1,3,1921,1,r,Ottawa Senators (1st),Montreal Canadiens,8,2,0
1920,1,3,1921,1,r,New York Americans,Toronto Maple Leafs,4,5,0
1920,1,6,1921,1,r,New York Americans,Ottawa Senators (1st),1,5,0
1920,1,8,1921,1,r,Montreal Canadiens,Ottawa Senators (1st),5,4,0
1920,1,8,1921,1,r,Toronto Maple Leafs,New York Americans,2,3,0
1920,1,12,1921,1,r,Ottawa Senators (1st),Montreal Canadiens,2,0,0
1920,1,12,1921,1,r,New York Americans,Toronto Maple Leafs,2,4,0
1920,1,15,1921,1,r,Montreal Canadiens,New York Americans,6,4,0
1920,1,15,1921,1,r,Toronto Maple Leafs,Ottawa Senators (1st),2,5,0
1920,1,17,1921,1,r,Montreal Canadiens,Toronto Maple Leafs,9,5,0
1920,1,19,1921,1,r,Toronto Maple Leafs,Montreal Canadiens,7,2,0
1920,1,19,1921,1,r,Ottawa Senators (1st),New York Americans,4,3,0
1920,1,22,1921,1,r,New York Americans,Montreal Canadiens,5,7,0
1920,1,22,1921,1,r,Ottawa Senators (1st),Toronto Maple Leafs,4,5,0
1920,1,26,1921,1,r,Montreal Canadiens,Ottawa Senators (1st),5,3,0
1920,1,26,1921,1,r,Toronto Maple Leafs,New York Americans,10,3,0
1920,1,29,1921,1,r,Montreal Canadiens,Toronto Maple Leafs,4,2,0
1920,1,29,1921,1,r,New York Americans,Ottawa Senators (1st),1,2,0
1920,2,2,1921,1,r,New York Americans,Montreal Canadiens,6,5,0
1920,2,2,1921,1,r,Ottawa Senators (1st),Toronto Maple Leafs,4,3,0
1920,2,5,1921,1,r,Toronto Maple Leafs,Montreal Canadiens,10,6,0
1920,2,5,1921,1,r,New York Americans,Ottawa Senators (1st),3,7,0
1920,2,9,1921,1,r,Montreal Canadiens,Toronto Maple Leafs,3,5,0
1920,2,9,1921,1,r,Ottawa Senators (1st),New York Americans,7,4,0
1920,2,12,1921,1,r,Ottawa Senators (1st),Montreal Canadiens,1,3,0
1920,2,12,1921,1,r,New York Americans,Toronto Maple Leafs,4,6,0
1920,2,16,1921,1,r,Montreal Canadiens,New York Americans,10,5,0
1920,2,16,1921,1,r,Toronto Maple Leafs,Ottawa Senators (1st),4,3,0
1920,2,19,1921,1,r,Montreal Canadiens,Ottawa Senators (1st),8,1,0
1920,2,19,1921,1,r,Toronto Maple Leafs,New York Americans,5,4,0
1920,2,23,1921,1,r,Ottawa Senators (1st),Montreal Canadiens,1,3,0
1920,2,23,1921,1,r,New York Americans,Toronto Maple Leafs,7,4,0
1920,2,26,1921,1,r,Montreal Canadiens,New York Americans,13,6,0
1920,2,26,1921,1,r,Toronto Maple Leafs,Ottawa Senators (1st),4,2,0
1920,2,28,1921,1,r,Montreal Canadiens,Toronto Maple Leafs,4,0,0
1920,2,28,1921,1,r,New York Americans,Ottawa Senators (1st),6,2,0
1920,3,2,1921,1,r,New York Americans,Montreal Canadiens,1,7,0
1920,3,2,1921,1,r,Ottawa Senators (1st),Toronto Maple Leafs,2,3,0
1920,3,5,1921,1,r,Montreal Canadiens,Ottawa Senators (1st),0,1,0
1920,3,5,1921,1,r,Toronto Maple Leafs,New York Americans,4,3,0
1920,3,7,1921,1,r,Toronto Maple Leafs,Montreal Canadiens,6,4,0
1920,3,7,1921,1,r,Ottawa Senators (1st),New York Americans,12,5,0
1920,3,10,1921,1,p,Ottawa Senators (1st),Toronto Maple Leafs,5,0,0
1920,3,14,1921,1,p,Toronto Maple Leafs,Ottawa Senators (1st),0,2,0
1921,12,17,1921,1,r,New York Americans,Ottawa Senators (1st),2,3,0
1921,12,17,1921,1,r,Toronto Maple Leafs,Montreal Canadiens,5,2,0
1921,12,21,1921,1,r,Ottawa Senators (1st),Toronto Maple Leafs,4,5,0
1921,12,21,1921,1,r,Montreal Canadiens,New York Americans,3,1,0
1921,12,24,1921,1,r,Ottawa Senators (1st),Montreal Canadiens,10,0,0
1921,12,24,1921,1,r,Toronto Maple Leafs,New York Americans,2,4,0
1921,12,28,1921,1,r,Montreal Canadiens,Ottawa Senators (1st),1,2,0
1921,12,28,1921,1,r,New York Americans,Toronto Maple Leafs,3,4,0
1921,12,31,1921,1,r,Ottawa Senators (1st),New York Americans,4,0,0
1921,12,31,1921,1,r,Montreal Canadiens,Toronto Maple Leafs,5,3,0
1921,1,4,1922,1,r,Toronto Maple Leafs,Ottawa Senators (1st),3,2,0
1921,1,4,1922,1,r,New York Americans,Montreal Canadiens,4,3,0
1921,1,7,1922,1,r,Montreal Canadiens,Ottawa Senators (1st),2,4,0
1921,1,7,1922,1,r,Toronto Maple Leafs,New York Americans,5,2,0
1921,1,11,1922,1,r,Ottawa Senators (1st),Toronto Maple Leafs,7,2,0
1921,1,11,1922,1,r,New York Americans,Montreal Canadiens,2,3,0
1921,1,14,1922,1,r,Toronto Maple Leafs,Ottawa Senators (1st),2,5,0
1921,1,14,1922,1,r,Montreal Canadiens,New York Americans,10,6,0
1921,1,18,1922,1,r,New York Americans,Toronto Maple Leafs,9,4,0
1921,1,18,1922,1,r,Ottawa Senators (1st),Montreal Canadiens,10,6,0
1921,1,21,1922,1,r,New York Americans,Ottawa Senators (1st),7,6,0
1921,1,21,1922,1,r,Montreal Canadiens,Toronto Maple Leafs,3,5,0
1921,1,25,1922,1,r,Toronto Maple Leafs,Montreal Canadiens,3,1,0
1921,1,25,1922,1,r,Ottawa Senators (1st),New York Americans,4,2,0
1921,1,28,1922,1,r,Toronto Maple Leafs,Ottawa Senators (1st),1,2,0
1921,1,28,1922,1,r,Montreal Canadiens,New York Americans,3,2,0
1921,2,1,1922,1,r,Ottawa Senators (1st),Montreal Canadiens,4,2,0
1921,2,1,1922,1,r,New York Americans,Toronto Maple Leafs,4,5,0
1921,2,4,1922,1,r,Ottawa Senators (1st),New York Americans,10,6,0
1921,2,4,1922,1,r,Toronto Maple Leafs,Montreal Canadiens,3,1,0
1921,2,8,1922,1,r,New York Americans,Ottawa Senators (1st),9,1,0
1921,2,8,1922,1,r,Montreal Canadiens,Toronto Maple Leafs,6,4,0
1921,2,11,1922,1,r,Ottawa Senators (1st),Toronto Maple Leafs,4,4,1
1921,2,11,1922,1,r,New York Americans,Montreal Canadiens,1,3,0
1921,2,15,1922,1,r,Montreal Canadiens,Ottawa Senators (1st),6,6,1
1921,2,15,1922,1,r,Toronto Maple Leafs,New York Americans,6,4,0
1921,2,18,1922,1,r,New York Americans,Ottawa Senators (1st),2,4,0
1921,2,18,1922,1,r,Montreal Canadiens,Toronto Maple Leafs,6,4,0
1921,2,22,1922,1,r,New York Americans,Toronto Maple Leafs,4,3,0
1921,2,22,1922,1,r,Ottawa Senators (1st),Montreal Canadiens,4,3,0
1921,2,25,1922,1,r,Toronto Maple Leafs,Ottawa Senators (1st),7,5,0
1921,2,25,1922,1,r,Montreal Canadiens,New York Americans,6,1,0
1921,3,1,1922,1,r,Ottawa Senators (1st),Toronto Maple Leafs,2,3,0
1921,3,1,1922,1,r,New York Americans,Montreal Canadiens,2,3,0
1921,3,4,1922,1,r,Montreal Canadiens,Ottawa Senators (1st),2,1,0
1921,3,4,1922,1,r,Toronto Maple Leafs,New York Americans,8,4,0
1921,3,8,1922,1,r,Ottawa Senators (1st),New York Americans,2,7,0
1921,3,8,1922,1,r,Toronto Maple Leafs,Montreal Canadiens,7,8,0
1921,3,11,1922,1,p,Toronto Maple Leafs,Ottawa Senators (1st),5,4,0
1921,3,13,1922,1,p,Ottawa Senators (1st),Toronto Maple Leafs,0,0,1
1922,12,16,1922,1,r,Toronto Maple Leafs,Montreal Canadiens,7,2,0
1922,12,16,1922,1,r,New York Americans,Ottawa Senators (1st),4,3,0
1922,12,20,1922,1,r,Montreal Canadiens,New York Americans,7,3,0
1922,12,20,1922,1,r,Ottawa Senators (1st),Toronto Maple Leafs,7,2,0
1922,12,23,1922,1,r,Montreal Canadiens,Ottawa Senators (1st),0,3,0
1922,12,23,1922,1,r,Toronto Maple Leafs,New York Americans,9,4,0
1922,12,27,1922,1,r,Ottawa Senators (1st),Montreal Canadiens,2,2,1
1922,12,27,1922,1,r,New York Americans,Toronto Maple Leafs,9,6,0
1922,12,30,1922,1,r,Montreal Canadiens,Toronto Maple Leafs,8,2,0
1922,12,30,1922,1,r,Ottawa Senators (1st),New York Americans,4,1,0
1922,1,3,1923,1,r,Toronto Maple Leafs,Ottawa Senators (1st),3,2,0
1922,1,3,1923,1,r,New York Americans,Montreal Canadiens,1,4,0
1922,1,6,1923,1,r,Ottawa Senators (1st),Toronto Maple Leafs,2,1,0
1922,1,6,1923,1,r,Montreal Canadiens,New York Americans,2,3,0
1922,1,10,1923,1,r,New York Americans,Toronto Maple Leafs,6,7,0
1922,1,10,1923,1,r,Ottawa Senators (1st),Montreal Canadiens,6,2,0
1922,1,13,1923,1,r,Toronto Maple Leafs,Montreal Canadiens,2,2,1
1922,1,13,1923,1,r,New York Americans,Ottawa Senators (1st),8,1,0
1922,1,17,1923,1,r,Toronto Maple Leafs,New York Americans,2,5,0
1922,1,17,1923,1,r,Montreal Canadiens,Ottawa Senators (1st),2,1,0
1922,1,20,1923,1,r,Ottawa Senators (1st),New York Americans,2,0,0
1922,1,20,1923,1,r,Montreal Canadiens,Toronto Maple Leafs,3,1,0
1922,1,24,1923,1,r,Toronto Maple Leafs,Ottawa Senators (1st),2,1,0
1922,1,24,1923,1,r,New York Americans,Montreal Canadiens,1,5,0
1922,1,27,1923,1,r,Toronto Maple Leafs,Montreal Canadiens,4,2,0
1922,1,27,1923,1,r,New York Americans,Ottawa Senators (1st),5,6,0
1922,1,31,1923,1,r,Montreal Canadiens,New York Americans,5,4,0
1922,1,31,1923,1,r,Ottawa Senators (1st),Toronto Maple Leafs,2,1,0
1922,2,3,1923,1,r,Toronto Maple Leafs,New York Americans,6,5,0
1922,2,3,1923,1,r,Montreal Canadiens,Ottawa Senators (1st),4,1,0
1922,2,7,1923,1,r,New York Americans,Toronto Maple Leafs,2,4,0
1922,2,7,1923,1,r,Ottawa Senators (1st),Montreal Canadiens,3,0,0
1922,2,10,1923,1,r,Montreal Canadiens,Toronto Maple Leafs,5,3,0
1922,2,10,1923,1,r,Ottawa Senators (1st),New York Americans,8,3,0
1922,2,14,1923,1,r,Toronto Maple Leafs,Ottawa Senators (1st),6,4,0
1922,2,14,1923,1,r,New York Americans,Montreal Canadiens,4,2,0
1922,2,17,1923,1,r,New York Americans,Toronto Maple Leafs,2,3,0
1922,2,17,1923,1,r,Ottawa Senators (1st),Montreal Canadiens,2,0,0
1922,2,21,1923,1,r,Ottawa Senators (1st),Toronto Maple Leafs,6,1,0
1922,2,21,1923,1,r,Montreal Canadiens,New York Americans,5,3,0
1922,2,24,1923,1,r,Toronto Maple Leafs,Montreal Canadiens,4,3,0
1922,2,24,1923,1,r,New York Americans,Ottawa Senators (1st),1,5,0
1922,2,28,1923,1,r,Montreal Canadiens,Toronto Maple Leafs,3,0,0
1922,2,28,1923,1,r,Ottawa Senators (1st),New York Americans,6,3,0
1922,3,3,1923,1,r,Toronto Maple Leafs,New York Americans,4,3,0
1922,3,3,1923,1,r,Montreal Canadiens,Ottawa Senators (1st),1,0,0
1922,3,5,1923,1,r,Toronto Maple Leafs,Ottawa Senators (1st),2,0,0
1922,3,5,1923,1,r,New York Americans,Montreal Canadiens,1,4,0
1922,3,7,1923,1,p,Montreal Canadiens,Ottawa Senators (1st),0,2,0
1922,3,9,1923,1,p,Ottawa Senators (1st),Montreal Canadiens,1,2,0
1923,12,15,1923,1,r,Toronto Maple Leafs,Montreal Canadiens,2,1,0
1923,12,15,1923,1,r,New York Americans,Ottawa Senators (1st),2,3,0
1923,12,19,1923,1,r,New York Americans,Montreal Canadiens,1,3,0
1923,12,19,1923,1,r,Ottawa Senators (1st),Toronto Maple Leafs,5,2,0
1923,12,22,1923,1,r,Toronto Maple Leafs,New York Americans,5,2,0
1923,12,26,1923,1,r,Ottawa Senators (1st),Montreal Canadiens,3,2,0
1923,12,26,1923,1,r,New York Americans,Toronto Maple Leafs,1,2,0
1923,12,29,1923,1,r,Montreal Canadiens,Toronto Maple Leafs,3,0,0
1923,12,29,1923,1,r,Ottawa Senators (1st),New York Americans,2,3,0
1923,1,2,1924,1,r,Toronto Maple Leafs,Ottawa Senators (1st),3,4,0
1923,1,2,1924,1,r,New York Americans,Montreal Canadiens,4,0,0
1923,1,5,1924,1,r,Ottawa Senators (1st),Toronto Maple Leafs,7,3,0
1923,1,5,1924,1,r,Montreal Canadiens,New York Americans,5,1,0
1923,1,9,1924,1,r,New York Americans,Toronto Maple Leafs,5,3,0
1923,1,9,1924,1,r,Ottawa Senators (1st),Montreal Canadiens,2,1,0
1923,1,12,1924,1,r,Toronto Maple Leafs,Montreal Canadiens,5,3,0
1923,1,12,1924,1,r,New York Americans,Ottawa Senators (1st),2,3,0
1923,1,16,1924,1,r,Toronto Maple Leafs,New York Americans,3,1,0
1923,1,16,1924,1,r,Montreal Canadiens,Ottawa Senators (1st),2,1,0
1923,1,19,1924,1,r,Montreal Canadiens,Toronto Maple Leafs,0,2,0
1923,1,19,1924,1,r,Ottawa Senators (1st),New York Americans,2,1,0
1923,1,21,1924,1,r,Montreal Canadiens,Ottawa Senators (1st),2,3,0
1923,1,23,1924,1,r,Toronto Maple Leafs,Ottawa Senators (1st),1,5,0
1923,1,23,1924,1,r,New York Americans,Montreal Canadiens,4,1,0
1923,1,26,1924,1,r,Toronto Maple Leafs,Montreal Canadiens,2,1,0
1923,1,26,1924,1,r,New York Americans,Ottawa Senators (1st),5,1,0
1923,1,30,1924,1,r,Ottawa Senators (1st),Toronto Maple Leafs,7,2,0
1923,1,30,1924,1,r,Montreal Canadiens,New York Americans,5,2,0
1923,2,2,1924,1,r,Toronto Maple Leafs,New York Americans,2,4,0
1923,2,2,1924,1,r,Montreal Canadiens,Ottawa Senators (1st),1,0,0
1923,2,6,1924,1,r,New York Americans,Toronto Maple Leafs,6,4,0
1923,2,6,1924,1,r,Ottawa Senators (1st),Montreal Canadiens,4,0,0
1923,2,9,1924,1,r,Ottawa Senators (1st),New York Americans,1,0,0
1923,2,9,1924,1,r,Montreal Canadiens,Toronto Maple Leafs,5,3,0
1923,2,13,1924,1,r,New York Americans,Montreal Canadiens,2,3,0
1923,2,13,1924,1,r,Toronto Maple Leafs,Ottawa Senators (1st),4,2,0
1923,2,16,1924,1,r,Ottawa Senators (1st),Toronto Maple Leafs,1,2,0
1923,2,16,1924,1,r,Montreal Canadiens,New York Americans,2,1,0
1923,2,20,1924,1,r,New York Americans,Toronto Maple Leafs,3,1,0
1923,2,21,1924,1,r,Montreal Canadiens,Ottawa Senators (1st),3,0,0
1923,2,23,1924,1,r,Toronto Maple Leafs,New York Americans,2,1,0
1923,2,23,1924,1,r,Ottawa Senators (1st),Montreal Canadiens,1,0,0
1923,2,27,1924,1,r,Montreal Canadiens,Toronto Maple Leafs,6,1,0
1923,2,27,1924,1,r,Ottawa Senators (1st),New York Americans,7,4,0
1923,3,1,1924,1,r,Toronto Maple Leafs,Montreal Canadiens,1,4,0
1923,3,1,1924,1,r,New York Americans,Ottawa Senators (1st),5,2,0
1923,3,5,1924,1,r,Toronto Maple Leafs,Ottawa Senators (1st),4,8,0
1923,3,5,1924,1,r,Montreal Canadiens,New York Americans,6,3,0
1923,3,8,1924,1,p,Montreal Canadiens,Ottawa Senators (1st),1,0,0
1923,3,11,1924,1,p,Ottawa Senators (1st),Montreal Canadiens,2,4,0
1924,11,29,1924,1,r,Montreal Canadiens,Toronto Maple Leafs,7,1,0
1924,11,29,1924,1,r,New York Americans,Ottawa Senators (1st),5,3,0
1924,12,1,1924,1,r,Boston Bruins,Montreal Maroons,2,1,0
1924,12,3,1924,1,r,Ottawa Senators (1st),Montreal Canadiens,2,1,0
1924,12,3,1924,1,r,Montreal Maroons,New York Americans,0,2,0
1924,12,3,1924,1,r,Toronto Maple Leafs,Boston Bruins,5,3,0
1924,12,5,1924,1,r,Toronto Maple Leafs,New York Americans,3,10,0
1924,12,6,1924,1,r,Montreal Maroons,Ottawa Senators (1st),3,1,0
1924,12,8,1924,1,r,Boston Bruins,Montreal Canadiens,3,4,0
1924,12,10,1924,1,r,New York Americans,Boston Bruins,7,1,0
1924,12,10,1924,1,r,Montreal Canadiens,Montreal Maroons,5,0,0
1924,12,10,1924,1,r,Ottawa Senators (1st),Toronto Maple Leafs,3,6,0
1924,12,13,1924,1,r,Toronto Maple Leafs,Montreal Maroons,1,3,0
1924,12,13,1924,1,r,Montreal Canadiens,New York Americans,6,2,0
1924,12,15,1924,1,r,Boston Bruins,Ottawa Senators (1st),2,10,0
1924,12,17,1924,1,r,Toronto Maple Leafs,Montreal Canadiens,2,5,0
1924,12,17,1924,1,r,Montreal Maroons,Boston Bruins,6,2,0
1924,12,17,1924,1,r,Ottawa Senators (1st),New York Americans,0,0,1
1924,12,20,1924,1,r,New York Americans,Montreal Maroons,3,1,0
1924,12,20,1924,1,r,Montreal Canadiens,Ottawa Senators (1st),3,2,0
1924,12,22,1924,1,r,Boston Bruins,Toronto Maple Leafs,1,10,0
1924,12,23,1924,1,r,Ottawa Senators (1st),Montreal Maroons,1,2,0
1924,12,25,1924,1,r,Montreal Canadiens,Boston Bruins,5,0,0
1924,12,25,1924,1,r,New York Americans,Toronto Maple Leafs,8,1,0
1924,12,27,1924,1,r,Toronto Maple Leafs,Ottawa Senators (1st),3,4,0
1924,12,27,1924,1,r,Montreal Maroons,Montreal Canadiens,1,1,1
